student_id,age,gender,residency,socioeconomic_status,parental_education,family_income,distance_to_university,study_hours_weekly,attendance_rate,library_usage,extracurricular_activities,internet_access,device_ownership,previous_grade,math_score,science_score,english_score,study_group_participation,scholarship_status,campus_housing,part_time_job,commute_time,sleep_hours,stress_level,course_load,faculty,year_of_study,mobile_money_usage,health_status,academic_performance,study_hours_binned,total_score
1595,22,Female,Urban,Low,Primary,35188.71,18.7,15.7,0.773995001,-0.4,None,Yes,Smartphone,92.9,41.6,69.6,43.5,No,None,Off-Campus,Yes,32.4,8.4,Low,14.4,Arts,4th,3287.91,Excellent,Good,Moderate,51.56666666666666
1596,22,Male,Urban,Low,Secondary,22444.83,85.9,11.3,0.869818438,2.6,Both,Yes,Both,84.8,47.7,39.9,81.7,Yes,None,On-Campus,Yes,46.4,7.5,High,23.2,Education,1st,1459.71,Excellent,Poor,Moderate,56.43333333333334
1597,23,Male,Rural,Low,Tertiary,25417.77,65.6,17.7,0.526891426,8.5,Sports,Yes,None,52.3,56.5,53.8,53.2,Yes,None,On-Campus,Yes,53,5.9,High,16.9,Sciences,2nd,3894.25,Excellent,Average,Moderate,54.5
1598,24,Female,Urban,Middle,Secondary,23807.97,54.8,22.6,0.664407249,0.7,None,Yes,Smartphone,93.8,58.8,77,58.4,Yes,None,Off-Campus,No,-16.5,7.9,High,17,Business,4th,3771.79,Fair,Good,High,64.73333333333333
1599,19,Male,Urban,Middle,Secondary,36721.07,74.2,19.7,0.537233125,6.9,Both,Yes,None,49.6,45.9,69.3,50.5,Yes,Partial,On-Campus,No,2.9,7.8,Moderate,11.7,Education,3rd,4202.2,Good,Good,Moderate,55.233333333333334
1600,28,Male,Rural,Low,Primary,25171.5,36.5,19.4,0.636621603,8.5,Sports,Yes,Laptop,43.1,46.1,53.2,49.6,No,None,Off-Campus,No,22.8,7.7,Low,19.2,Engineering,1st,1383.03,Good,Good,Moderate,49.63333333333333
1601,26,Female,Rural,Middle,Secondary,465.33,82.5,23,0.702507047,1.5,None,No,Both,56.5,64.2,61.8,49.2,No,None,On-Campus,Yes,43.3,4.8,Low,11.1,Arts,4th,3738.35,Fair,Excellent,High,58.4
1602,26,Male,Rural,Middle,Secondary,17637.5,6.2,10.2,0.609802548,5.9,Sports,No,None,64.5,59.6,68.2,72.6,Yes,None,On-Campus,No,35.5,7.8,Moderate,18.6,Business,2nd,3537.55,Good,NA,Moderate,66.8
1603,29,Female,Rural,Middle,Tertiary,29559.61,39.4,9.4,0.600504495,5.4,None,Yes,Smartphone,73.4,51.2,37.1,50.7,No,None,Off-Campus,No,29.9,9.5,High,19.4,Business,2nd,3845.79,Good,Poor,Low,46.333333333333336
1604,17,Male,Urban,Low,Tertiary,51037.05,56.1,13.2,0.569342282,6.5,None,Yes,Laptop,96.8,30,75.6,71.2,No,None,On-Campus,No,40.5,7.9,High,17.6,Arts,2nd,5946.75,Good,Poor,Moderate,58.93333333333333
1605,29,Female,Rural,High,Secondary,43465.69,11.4,12.4,0.985393523,7,Sports,Yes,Smartphone,57,64.9,65.8,52,No,None,Off-Campus,Yes,31.8,9.8,Moderate,13.7,Engineering,2nd,2163.26,Fair,Average,Moderate,60.9
1606,17,Female,Urban,Low,Secondary,39152.9,67.1,9,0.53991398,5.6,Sports,No,Both,97.4,59.6,57.3,40.2,No,None,Off-Campus,Yes,40.4,5.9,High,15.6,Engineering,2nd,2703.75,Good,Poor,Low,52.36666666666667
1607,25,Male,Urban,Low,Tertiary,41535.31,39.7,17.9,0.691709314,1.5,Clubs,Yes,Laptop,70.3,58.2,77,90.2,Yes,Partial,On-Campus,Yes,18.7,6.2,Low,17.3,Engineering,3rd,4475.52,Good,Excellent,Moderate,75.13333333333334
1608,22,Male,Urban,Low,Secondary,21183.38,17.6,12.3,0.695416229,9.6,Both,Yes,Smartphone,92.5,62.5,92.9,52.2,No,None,Off-Campus,No,36.6,8.2,High,12.7,Arts,3rd,347.95,Fair,Poor,Moderate,69.2
1609,23,Female,Urban,High,Primary,-12130.86,71.9,18.8,0.993643528,4.9,Clubs,Yes,None,43,78.1,79.9,65.4,Yes,None,On-Campus,No,14.6,7.5,Low,14.4,Engineering,1st,6960.31,Fair,Excellent,Moderate,74.46666666666667
1610,25,Male,Rural,Low,Tertiary,38276.19,50.5,17,0.556160551,5.5,Clubs,Yes,Laptop,96,71.8,62.5,69.2,No,None,On-Campus,Yes,29.8,7.3,High,12.1,Business,2nd,3505.43,Excellent,Average,Moderate,67.83333333333333
1611,23,Female,Rural,High,Primary,24122.46,97.3,13,0.627849476,2,Both,Yes,Smartphone,45.6,82.3,47.9,66.9,Yes,Partial,On-Campus,No,32.6,6.2,Low,17.9,Business,1st,-2155.12,Good,Average,Moderate,65.7
1612,25,Female,Rural,Middle,Secondary,21336.03,98.7,15,0.980965077,6.4,Both,No,Both,47.1,64.7,90.5,63.4,Yes,None,On-Campus,Yes,27.4,6.1,Moderate,17,Sciences,3rd,682.92,Fair,Excellent,Moderate,72.86666666666667
1613,25,Female,Urban,Low,Secondary,35027.83,39.9,14.1,0.744641156,0.4,Sports,No,Both,53.3,59.6,67.7,80.1,Yes,Full,Off-Campus,Yes,9.4,6.7,Low,12.4,Business,3rd,3833.78,Fair,NA,Moderate,69.13333333333333
1614,17,Female,Urban,Middle,Secondary,14245.67,69,13,0.8694167,2.8,Clubs,Yes,Smartphone,56.2,45.9,58.3,61.6,Yes,None,On-Campus,No,21.9,6.8,Low,17.1,Sciences,4th,2189.98,Excellent,Good,Moderate,55.266666666666666
1615,18,Female,Rural,Low,Primary,4248.26,98,17.5,0.936255318,0.2,Sports,No,Both,76.7,52.3,77.1,55.3,Yes,Full,On-Campus,No,36.7,6.7,Low,10.4,Business,3rd,2542.8,Fair,Good,Moderate,61.56666666666666
1616,26,Male,Urban,Low,Secondary,37067.35,75,18.9,0.62704113,5.9,Sports,Yes,Both,95.7,60.3,53.5,55.1,Yes,Partial,Off-Campus,No,29,7.1,Low,14.4,Engineering,2nd,3361.1,Fair,Average,Moderate,56.3
1617,30,Female,Urban,Middle,Secondary,55957.18,0.3,14.9,0.754656383,4.8,Sports,Yes,Both,45.5,90.3,53.5,70.2,No,None,On-Campus,No,44.4,10.2,Moderate,16.8,Business,3rd,6320.47,Good,Good,Moderate,71.33333333333333
1618,30,Male,Rural,Middle,None,46901.29,26.7,14.6,0.624346502,7.7,Both,Yes,None,92.6,35.5,69.7,68,Yes,None,Off-Campus,No,27.5,7.1,Moderate,20.4,Engineering,4th,2648.98,Excellent,Good,Moderate,57.733333333333334
1619,26,Male,Rural,Low,Primary,41205.76,97.5,11.5,0.876306253,7,Clubs,Yes,Both,84.1,61.6,53.3,42.6,No,None,On-Campus,Yes,39.8,5,Low,16,Engineering,2nd,6664.8,Fair,Average,Moderate,52.5
1620,25,Female,Rural,Middle,None,49573.22,8.7,21.3,0.75874416200000006,-2.4,Sports,Yes,Laptop,69.5,73.4,45.2,65.7,No,None,On-Campus,Yes,61.5,7.1,Low,14.8,Arts,3rd,890.68,Excellent,Excellent,High,61.43333333333334
1621,28,Female,Urban,Low,Secondary,21229.25,58.2,18.1,0.71970568,5.2,None,No,Smartphone,53.3,59.6,55.9,35.3,Yes,Full,On-Campus,No,33.1,7.5,Moderate,9.1,Sciences,2nd,3814.83,Excellent,NA,Moderate,50.266666666666666
1622,23,Male,Urban,Middle,Primary,22982.85,20.5,11.1,0.75833106,5.6,Clubs,Yes,None,45.5,51.6,40.2,68.5,No,Partial,On-Campus,Yes,25.7,8.6,Low,18,Education,1st,3056.05,Good,Poor,Moderate,53.43333333333334
1623,23,Female,Urban,Middle,Secondary,33008.07,42.8,22.5,0.652366193,5.7,Clubs,Yes,Both,97.5,62.4,53.2,43.8,Yes,Partial,Off-Campus,No,15.3,7,Low,14.8,Arts,1st,969.08,Fair,Good,High,53.13333333333333
1624,21,Male,Urban,Low,Secondary,16467.43,37.4,13.2,0.71755716,0.8,None,No,None,78,46.1,61.9,51.5,Yes,None,On-Campus,No,27.8,7.5,Moderate,14.5,Education,1st,-321.62,Good,Poor,Moderate,53.166666666666664
1625,23,Female,Urban,Middle,Secondary,5464.79,52.4,17.7,0.867734258,2.6,Both,Yes,Both,69.2,40.2,55.5,61.6,No,None,On-Campus,No,8.6,6.5,Moderate,16.1,Arts,3rd,5077.1,Fair,Excellent,Moderate,52.43333333333334
1626,23,Male,Urban,Middle,Primary,39126.78,93.9,3.1,0.504161356,1.4,Sports,Yes,Smartphone,54.3,59.9,52.4,68.1,No,None,On-Campus,Yes,50.2,4,High,19,Engineering,3rd,3851.83,Excellent,Poor,Low,60.13333333333333
1627,18,Female,Urban,Low,Secondary,38234.11,12.3,20.4,0.893760936,9.1,Clubs,No,Smartphone,65.3,76.9,50.7,53.5,No,None,On-Campus,No,32.3,6.9,Moderate,16.4,Arts,1st,4639.7,Fair,Excellent,High,60.36666666666667
1628,21,Female,Urban,Middle,Tertiary,29939.04,28.4,14.3,0.542048644,4.5,Clubs,Yes,None,43,55.3,40,54.2,Yes,Partial,Off-Campus,No,17.9,6.4,Low,14.1,Engineering,4th,4043.91,Fair,Average,Moderate,49.833333333333336
1629,28,Male,Rural,Low,Secondary,54319.76,83.3,16.1,0.618412532,4.6,Clubs,Yes,None,91,49.7,25.8,51.3,No,None,On-Campus,No,5.1,9.3,Moderate,18.9,Education,3rd,1639.21,Good,Average,Moderate,42.266666666666666
1630,24,Female,Rural,Middle,Tertiary,21008.11,48.8,7.5,0.770390892,9,None,Yes,Both,64.2,48,57.3,64.8,Yes,Partial,On-Campus,No,51.7,6.3,Low,9.4,Sciences,1st,2484.56,Excellent,Average,Low,56.699999999999996
1631,22,Male,Urban,Middle,Secondary,19877.91,98.4,15.5,0.843843127,4.9,Sports,Yes,Both,57.5,72.9,58.9,53.7,Yes,None,Off-Campus,Yes,47.7,6.3,Moderate,18.9,Sciences,1st,943.73,Fair,Excellent,Moderate,61.833333333333336
1632,25,Female,Urban,Low,Secondary,14538.43,17.6,15.5,0.829894285,8.6,Both,Yes,Smartphone,58.9,51.8,58.2,78.1,Yes,None,On-Campus,No,3,3.4,Moderate,13.5,Engineering,1st,2120.67,Excellent,Excellent,Moderate,62.699999999999996
1633,22,Female,Urban,Low,Primary,26783.4,11.9,16.8,0.777287153,3.3,Both,Yes,Smartphone,46.7,67.6,78.3,62.6,No,None,Off-Campus,No,61.6,6.5,High,13.4,Sciences,1st,-315.24,Fair,Excellent,Moderate,69.5
1634,21,Male,Urban,Low,Secondary,28705.9,11.3,9.1,0.756020924,7.3,Both,Yes,Both,72.8,34.6,45.7,104,No,None,Off-Campus,No,41.7,4.3,Low,11.6,Sciences,4th,1484.01,Fair,Average,Low,61.43333333333334
1635,20,Male,Urban,Low,Secondary,38025.17,72.6,15.3,0.720830111,5.6,Clubs,Yes,Both,47,41.8,56.5,41.5,Yes,None,Off-Campus,No,14.9,3.9,Moderate,14.8,Business,4th,4426.39,Fair,Average,Moderate,46.6
1636,29,Male,Urban,Middle,Primary,33364.25,87.7,15.7,0.654030334,7.2,Both,Yes,Both,64.9,43.8,46.2,40.1,Yes,None,Off-Campus,Yes,21.6,5.9,High,16.3,Business,2nd,2789.42,Fair,Poor,Moderate,43.36666666666667
1637,29,Male,Urban,Middle,Secondary,9305.05,27.7,13.6,0.58141648,4.2,Clubs,No,Smartphone,58.3,59,71.2,20.3,No,None,On-Campus,No,28.5,9.9,Moderate,18.7,Arts,4th,2096.57,Fair,Poor,Moderate,50.16666666666667
1638,29,Male,Urban,Low,Secondary,-6371.02,86.8,16.7,0.761879595,5.4,Clubs,Yes,Smartphone,83.3,55.1,78.8,56.5,No,None,Off-Campus,No,40.5,8.3,High,11.3,Business,2nd,2627.06,Fair,Good,Moderate,63.46666666666667
1639,25,Female,Urban,Middle,Primary,49227.42,85.8,20,0.980213154,3.5,None,No,Laptop,42.1,55.8,75.4,56.9,Yes,Partial,Off-Campus,No,17.6,1.6,Low,14.3,Business,4th,2401.04,Excellent,Excellent,Moderate,62.7
1640,21,Male,Urban,Low,Secondary,24345.57,72.2,15.6,0.717511413,1.2,Clubs,Yes,Laptop,65.5,80.8,71.5,65.8,Yes,None,Off-Campus,No,10.6,6.8,Moderate,15.8,Sciences,1st,1687.51,Excellent,Excellent,Moderate,72.7
1641,25,Male,Urban,Middle,Secondary,31291.34,43.9,15.1,0.909698803,5,Both,No,Both,70.2,86.8,26.4,60.4,Yes,Partial,Off-Campus,No,8,6.4,Low,10.1,Engineering,2nd,3489.21,Fair,Poor,Moderate,57.86666666666667
1642,18,Male,Urban,Low,Tertiary,-534.64,41.7,10.2,0.91990486,8.8,Clubs,Yes,Smartphone,47.4,57.6,52,63.8,Yes,None,Off-Campus,No,39.2,9.1,High,13.3,Arts,2nd,2724.89,Good,Poor,Moderate,57.8
1643,25,Male,Rural,Low,Tertiary,34730.55,98.1,13,0.854526634,2.4,Both,Yes,None,99.6,71.4,74.3,85.5,Yes,None,On-Campus,No,46.9,6.7,Low,17.1,Sciences,4th,4621.58,Fair,Excellent,Moderate,77.06666666666666
1644,29,Female,Urban,Low,Primary,27944.35,17.9,13.1,0.973774643,9,Both,Yes,Both,60,54.5,45,50.6,Yes,None,Off-Campus,Yes,50.7,8.5,Moderate,13.9,Engineering,1st,2892.23,Good,Excellent,Moderate,50.03333333333333
1645,20,Female,Urban,Middle,Secondary,28068.92,85.1,28.6,0.57980437,0,None,Yes,Laptop,46.4,55.1,42.2,60.5,Yes,Partial,On-Campus,Yes,49.3,9.3,Low,19.2,Business,1st,3403.24,Fair,Excellent,High,52.6
1646,21,Male,Urban,High,Tertiary,35885.1,98.2,9.4,0.61926124,5.6,Clubs,Yes,None,42.6,67.7,93.5,63.4,Yes,None,Off-Campus,No,50.7,6.9,High,17.3,Engineering,2nd,3079.25,Fair,Average,Low,74.86666666666667
1647,29,Female,Urban,Middle,Secondary,16036.59,6.3,18.7,0.927928179,1.3,None,Yes,Smartphone,87,59.6,80.2,64.8,Yes,None,Off-Campus,No,-7.1,6.7,High,15.2,Arts,1st,2577.36,Good,NA,Moderate,68.2
1648,20,Male,Rural,Middle,Tertiary,30861.06,3.8,13.3,0.748600476,6,Sports,No,Laptop,64,97.2,59.1,78.2,No,None,On-Campus,No,22,7.7,Low,11.1,Engineering,1st,4111.95,Good,Good,Moderate,78.16666666666667
1649,20,Female,Urban,Middle,Tertiary,25732.35,79.3,16.3,0.703844838,6.2,None,Yes,None,59.1,59.9,50.8,52,No,None,Off-Campus,Yes,25.1,6.7,Moderate,15.3,Education,3rd,6420.33,Good,Average,Moderate,54.233333333333334
1650,20,Male,Rural,Low,Primary,14074.7,17,11.6,0.855950959,2.8,None,Yes,None,94.6,67.3,56.6,63.4,No,None,Off-Campus,Yes,38,8.9,Low,13.1,Engineering,1st,1545.81,Excellent,Good,Moderate,62.43333333333333
1651,29,Female,Urban,Middle,Secondary,33685.38,55.1,11.5,0.681438174,10.9,Sports,Yes,None,92.9,69,84.6,42.7,No,None,Off-Campus,No,9.4,6.2,Moderate,19.8,Sciences,2nd,850.74,Fair,Good,Moderate,65.43333333333334
1652,29,Female,Rural,Middle,None,21705.66,75.1,13.7,0.78541805,7.1,Clubs,Yes,Smartphone,66.9,66.1,27.7,79,No,Partial,On-Campus,Yes,38.9,4.7,High,13.5,Sciences,1st,2926.06,Excellent,Average,Moderate,57.599999999999994
1653,28,Female,Urban,Middle,Secondary,11251.81,77.8,21.2,0.724312076,3.9,Both,No,Smartphone,63.6,70.8,67.8,51.7,No,None,Off-Campus,No,28.1,7.1,High,14.2,Education,2nd,1364.46,Fair,Average,High,63.43333333333333
1654,19,Male,Rural,Middle,Secondary,12392.94,52.1,17.3,0.721750934,3.6,Both,Yes,Smartphone,89,55.6,35.9,56.9,No,Full,Off-Campus,No,53.1,7.2,Low,23,Business,3rd,3935.76,Good,Excellent,Moderate,49.46666666666667
1655,17,Female,Urban,Middle,Secondary,41211.1,15.8,15.7,0.977045438,5.5,Clubs,No,Both,83.6,43,67.2,65.1,No,None,On-Campus,No,25.1,7.2,High,17.1,Education,4th,3942.54,Excellent,Poor,Moderate,58.43333333333333
1656,28,Male,Urban,Low,Secondary,25308.745,37.2,6.8,0.922279972,7,Both,Yes,None,70.5,57.4,59.6,67.3,No,None,On-Campus,No,39,6.7,Low,13.6,Sciences,4th,1649.35,Fair,Excellent,Low,61.43333333333333
1657,23,Male,Rural,High,Secondary,9024.73,44.5,11.9,0.807917227,9.3,Sports,No,Smartphone,76.9,52,38.1,64.6,No,None,Off-Campus,No,40.1,7.6,High,15.9,Business,3rd,2287.37,Excellent,Poor,Moderate,51.56666666666666
1658,24,Female,Urban,Middle,None,20842.41,83.1,7.8,0.76016694,1,None,Yes,None,92.6,44.5,53.9,70.3,Yes,None,Off-Campus,No,19.4,6.3,Moderate,13.8,Arts,4th,4090.41,Fair,Average,Low,56.233333333333334
1659,23,Female,Rural,Middle,Primary,23225.15,49.5,11.4,0.80944602,6.5,Sports,No,Both,97,71.8,82.7,60.8,No,Full,On-Campus,No,29.2,8.4,Low,14.9,Engineering,1st,3108.71,Excellent,Good,Moderate,71.76666666666667
1660,17,Female,Urban,Low,Tertiary,25308.745,53.9,11,0.902497309,2.4,Clubs,Yes,Smartphone,46.5,69.6,67.2,84.5,No,None,On-Campus,No,7.7,7.5,High,15.6,Engineering,2nd,2782.27,Fair,Average,Moderate,73.76666666666667
1661,20,Female,Urban,Middle,Primary,21163.87,37,13.6,0.822025038,5.5,None,Yes,None,56.4,65.8,32.6,62.7,No,None,Off-Campus,No,6.4,6,Low,15.2,Business,3rd,3291.77,Excellent,Average,Moderate,53.7
1662,23,Female,Rural,Low,Tertiary,16136.55,24.9,7.8,0.808217824,13.3,Sports,Yes,Laptop,47.1,74.4,94.6,62.6,Yes,None,Off-Campus,No,44.8,8.4,Low,11.9,Sciences,3rd,2095.5,Fair,Excellent,Low,77.2
1663,20,Female,Rural,Middle,Primary,30220.45,26.6,10.2,0.664889162,6.6,None,Yes,None,51.6,49.9,44.8,57.3,No,None,Off-Campus,No,57.3,7.6,Low,16.2,Business,3rd,2331.87,Good,Average,Moderate,50.666666666666664
1664,19,Female,Rural,Low,Secondary,18835.22,65.1,26.9,0.863903058,7,Clubs,No,Both,93.2,54.4,83.5,60,Yes,None,Off-Campus,No,34.2,4.6,Moderate,19.2,Engineering,3rd,1737.59,Excellent,Excellent,High,65.96666666666667
1665,17,Male,Rural,Middle,Tertiary,49630.07,39.7,16,0.803187804,7.3,None,Yes,Smartphone,56.6,93.2,59.9,39.6,No,None,Off-Campus,No,16.8,5.9,Moderate,13,Business,2nd,5665.1,Excellent,Excellent,Moderate,64.23333333333333
1666,28,Male,Urban,Middle,Secondary,43780.91,39.1,10.3,0.537195399,5.8,Sports,Yes,Both,95,64.2,61.3,47.4,Yes,None,On-Campus,No,34.3,8.1,High,16.7,Education,3rd,4460.25,Fair,Poor,Moderate,57.63333333333333
1667,19,Female,Urban,High,Tertiary,36485.64,49.1,20.3,0.538970131,1.5,Sports,Yes,Laptop,81.8,39.3,35.5,64.1,Yes,Partial,Off-Campus,No,23,8.8,Moderate,15.7,Sciences,3rd,3104.08,Good,Good,High,46.3
1668,24,Male,Urban,Low,Secondary,19867.12,97.2,15.9,0.626497028,5.7,Sports,Yes,Smartphone,43.1,63.6,60.8,62.1,No,None,Off-Campus,No,-15.5,8.1,Low,15.1,Sciences,1st,1988.02,Excellent,Good,Moderate,62.166666666666664
1669,26,Female,Urban,Low,Secondary,12669.1,37.2,11.1,0.515041147,2.9,Both,Yes,Smartphone,83.1,84.9,99.9,56.6,Yes,Partial,Off-Campus,No,47.1,8.4,Moderate,19.4,Arts,4th,3171.92,Fair,Average,Moderate,80.46666666666667
1670,25,Female,Urban,High,Secondary,20797.01,97.8,13,0.887561468,3.3,None,Yes,Smartphone,40.5,66.4,60.3,47.4,Yes,Full,Off-Campus,No,12,5.8,High,12.2,Education,1st,3382.98,Fair,Poor,Moderate,58.03333333333333
1671,30,Male,Rural,Low,Secondary,56291.23,84.7,13.7,0.575073054,4.9,Sports,No,Both,51.5,52.7,53.2,35.8,Yes,Partial,Off-Campus,No,39.9,7.6,Moderate,14.4,Business,3rd,3333.4,Excellent,Poor,Moderate,47.233333333333334
1672,28,Male,Urban,Low,Tertiary,-12718.855,89.1,14,0.7481949566658948,2.8,Clubs,Yes,Smartphone,92.2,59.6,69.1,34.5,Yes,None,On-Campus,No,15.5,3.3,High,10.1,Sciences,1st,2082.11,Good,NA,Moderate,54.4
1673,27,Male,Urban,Low,Secondary,39829.88,15.4,15.7,0.630871381,11.8,Both,Yes,Smartphone,81.9,68.8,69.5,76.9,No,None,On-Campus,No,75.6,7.6,High,18.1,Sciences,1st,1790.27,Good,Good,Moderate,71.73333333333333
1674,24,Female,Urban,Low,Tertiary,22888.01,29.1,13.6,0.733554999,2.2,Clubs,No,None,48.1,61.3,69,52.3,No,Full,Off-Campus,No,0.4,6.4,Low,12.9,Business,3rd,3237.94,Good,Average,Moderate,60.86666666666667
1675,24,Male,Urban,Middle,Tertiary,22649.47,68,24.9,0.969556454,6.3,Both,Yes,None,92.9,57.3,56.1,67,Yes,Partial,Off-Campus,No,35,9,High,9.2,Sciences,3rd,2126.88,Good,Good,High,60.13333333333333
1676,20,Male,Urban,Low,Tertiary,47096.82,18.6,15.5,0.970182285,3.8,Sports,No,None,91.8,76.6,74.3,85.3,Yes,Partial,Off-Campus,No,26.1,6.9,Low,9.9,Engineering,3rd,2067.97,Good,Excellent,Moderate,78.73333333333333
1677,27,Female,Urban,Low,Tertiary,26476.9,70.4,13.7,0.607816726,8.5,Sports,No,None,45.9,74.6,73.1,65.7,Yes,Partial,Off-Campus,Yes,15.3,7.8,High,17.4,Engineering,4th,-327.94,Good,Poor,Moderate,71.13333333333333
1678,27,Male,Rural,Low,Secondary,17877.86,83.4,17.3,0.868068614,7.1,None,Yes,None,45.6,61.1,56.4,25.4,No,Partial,On-Campus,No,49.3,9.6,Low,10.6,Engineering,3rd,4269.76,Excellent,Poor,Moderate,47.63333333333333
1679,21,Male,Rural,Low,Primary,9384.73,12.3,10.8,0.938241385,5.3,None,Yes,None,67.7,38.2,54.6,58.9,Yes,None,Off-Campus,No,24.2,4.4,Low,16.3,Arts,1st,2601.73,Fair,Excellent,Moderate,50.56666666666667
1680,20,Male,Urban,High,Secondary,8519.8,13.1,16.5,0.843417611,9,Clubs,Yes,Laptop,42.7,88.4,72.3,79,Yes,None,On-Campus,No,33.2,7.3,Low,20.3,Arts,3rd,2612.57,Fair,Excellent,Moderate,79.9
1681,18,Female,Urban,Low,Secondary,5038.63,60.9,20.9,0.611043893,6,Sports,Yes,None,98.7,64.7,92.4,27.9,Yes,Partial,Off-Campus,No,52.5,8.1,Moderate,9.7,Arts,2nd,5478.96,Good,Good,High,61.66666666666667
1682,21,Male,Urban,Middle,Primary,37757.61,46.6,12.3,0.872121579,2.7,Both,Yes,Laptop,90.9,79.8,53.3,74.2,No,Partial,Off-Campus,No,29.6,4.6,High,8.6,Engineering,2nd,5074.61,Excellent,Poor,Moderate,69.1
1683,24,Other,Urban,Middle,Secondary,22663.57,79.5,11,0.627855019,-0.2,None,No,Both,84.7,63.6,63.1,71.7,Yes,None,On-Campus,No,39.2,6.8,High,15.2,Engineering,1st,7626.76,Good,Poor,Moderate,66.13333333333334
1684,27,Other,Urban,Middle,Secondary,36585.9,34.7,12.8,0.74086106,4.5,Clubs,Yes,Both,45.3,65.3,63,75.8,Yes,None,On-Campus,No,0.3,5.4,High,17.6,Education,2nd,2423.22,Fair,Average,Moderate,68.03333333333333
1685,22,Male,Urban,Low,Secondary,-9700.26,14.4,10,0.979701614,5.3,Clubs,Yes,Smartphone,44.9,75.1,75.2,58.7,Yes,None,Off-Campus,Yes,26.9,6.9,High,11.8,Sciences,3rd,1322.9,Good,Excellent,Low,69.66666666666667
1686,28,Female,Urban,Low,Tertiary,7766.46,62.6,17.5,0.659327225,1.9,None,Yes,None,61.8,59.6,65.9,67.7,Yes,None,On-Campus,Yes,7.9,8.6,High,8.7,Business,2nd,5551.94,Excellent,NA,Moderate,64.4
1687,28,Female,Urban,Middle,None,27965.15,58.2,13.5,0.660884618,3.4,Clubs,Yes,None,88.2,73.6,67.4,61.4,No,Partial,Off-Campus,No,43.5,7.1,High,10.4,Education,2nd,5338.28,Excellent,Poor,Moderate,67.46666666666667
1688,29,Male,Rural,Low,Tertiary,41639.95,67.9,5.9,0.605324102,10,None,Yes,Smartphone,55.7,39,55.6,80.7,No,None,Off-Campus,No,40.9,6.3,Low,9.6,Arts,2nd,2520.95,Excellent,Poor,Low,58.43333333333334
1689,19,Female,Rural,Middle,Secondary,3351.56,45.4,8.8,0.542039279,5.7,Both,No,Both,70,51.7,29.2,83,No,Partial,Off-Campus,No,10.3,6.5,Moderate,15.7,Business,4th,3540.67,Fair,Poor,Low,54.63333333333333
1690,22,Female,Urban,Low,Primary,10174.01,88,3.6,0.613426248,-0.6,Sports,Yes,Both,94.7,82.8,65.7,71.1,Yes,None,Off-Campus,No,32.1,8.4,Moderate,16,Engineering,3rd,-608.88,Fair,Average,Low,73.2
1691,23,Female,Urban,Middle,Secondary,28865.69,55.1,17.9,0.94906681,3.1,Clubs,Yes,None,88.3,50.2,75.7,47,Yes,None,Off-Campus,No,40.8,6.9,High,19.7,Business,1st,3628.06,Good,Average,Moderate,57.63333333333333
1692,18,Female,Urban,Middle,Secondary,7167.16,53.7,12.4,0.949225642,4.3,None,Yes,Laptop,45.6,72.9,48.9,66.5,No,None,On-Campus,No,16.8,6.7,High,17.3,Sciences,1st,2696.18,Good,Poor,Moderate,62.766666666666666
1693,26,Female,Urban,Low,Primary,26166.5,91.9,14.1,0.837566191,8.8,Both,No,None,64.6,56.4,62,59.5,Yes,None,Off-Campus,Yes,7.4,6.9,Low,16.1,Engineering,4th,2012.94,Fair,Good,Moderate,59.3
1694,24,Female,Rural,Middle,Secondary,25308.745,69.7,11.8,0.576624341,9.3,Clubs,Yes,Smartphone,62.9,56,68,57.4,No,Full,On-Campus,No,65.5,6.7,High,14.3,Engineering,2nd,7526.04,Fair,Poor,Moderate,60.46666666666667
1695,22,Male,Rural,Middle,Primary,11689.27,20.2,16.7,0.783099851,3.5,Sports,No,Laptop,41.5,75.9,77.6,77.5,Yes,Partial,On-Campus,Yes,47.7,5.4,Low,20.2,Sciences,2nd,3884.7,Excellent,Excellent,Moderate,77
1696,25,Male,Rural,Low,Secondary,20484.94,82.7,14.4,0.862779271,14.6,Both,Yes,None,84.8,40.4,67,63.2,No,None,Off-Campus,No,18.9,7.9,High,10.7,Education,4th,4159.52,Good,Average,Moderate,56.86666666666667
1697,27,Female,Urban,Middle,Primary,-3604.06,76.5,15,0.854314952,7.7,None,Yes,None,92.8,57.1,48.2,78.4,No,None,Off-Campus,No,27,6.2,High,13.9,Arts,3rd,3019.47,Excellent,Poor,Moderate,61.233333333333334
1698,27,Female,Urban,High,Tertiary,25308.745,60.5,10.3,0.556700318,4.3,Sports,Yes,Smartphone,73.2,56.9,40.3,65.5,Yes,Partial,Off-Campus,No,61.5,5.8,Low,15.1,Engineering,4th,2969.8,Good,Poor,Moderate,54.233333333333334
1699,29,Other,Rural,Middle,Primary,1828.2,33.8,18.4,0.878819507,0.5,None,No,Both,74.7,45.8,58.1,33.8,No,None,Off-Campus,Yes,8.2,6.7,Moderate,11.7,Education,2nd,750.56,Excellent,Average,Moderate,45.9
1700,17,Male,Rural,Low,Secondary,11314.95,49.6,20.4,0.86518848,7.8,None,Yes,Both,90.3,77.6,66.8,74.3,Yes,Partial,On-Campus,No,47.6,9.8,Low,21.4,Education,4th,4602.66,Excellent,Excellent,High,72.89999999999999
